Index,Firm/Fund,Company,Business Description,Primary Industry (CIQ/GICS),Topic Tags,Geography,BERT_Score,Rule_Based_Score,Final_Score
80,BP Ventures Limited,Silicon Microgravity Limited,"Silicon Microgravity Limited develops sensor devices for the oil and gas sector. Its sensing technology enables the recording of gravity data at high sensitivities and seismic data at ultra-low frequencies. The company offers microelectromechanical system sensors to transform measuring densities deep in the reservoir from the borehole. Its technology is also used in the navigation, guidance, and stabilization or directing of intelligent systems for commercial, industrial, and military applications. The company was founded in 2014 and is based in Cambridge, United Kingdom.",Oil and Gas Equipment and Services,"Sensors, Sensing Technology",Europe,4,1,4
81,BP Ventures Limited,Voltaware Services Ltd,"Voltaware Services Ltd offers a real time electricity consumption monitoring platform. The company provides energy management and smart home. It also offers deployment of applications that monitor, manage, and control connected sensors. The company was founded in 2014 and is based in London, United Kingdom.",Application Software,"Smart Energy,  Sensors,  Energy Management,  Energy Efficiency, Provides Energy",Europe,3,1,3
82,BP Ventures Limited,"Zubie, Inc.","Zubie, Inc., a mobile and Internet service company, develops a fleet tracking device to track vehicles, check engine light interpretation, detect low batteries, monitor and coach driving scores, and compete with friends using leaderboards. It offers location services for connecting and protecting family members, monitoring and alerting based on location geo-fences and ad-hoc location-sharing, and driving analytics services, such as dashboards, reports, and analytics on driving, trips, and car performance with helpful comparisons. The company also provides social services to share, compare, and compete based on how users drive and where they go using scores, badges, and leader boards; and fleet management for microbusiness services, such as driver-scoring for route and fuel efficiency, geo-fencing, and dashboards to manage assets and drivers. In addition, the company offers vehicle health services with data on cars, alerts, codes, and problems; suggested repairs and costs; and data to predict future repair costs and true car value. Further, the company provides a Zubie application to keep tabs on family members, place alerts, and invite friends to share locations; and Zubie, a platform to transform virtually various cars into connected cars. It connects car owners and drivers with compelling rewards, offers, and services, such as insurance discounts, maintenance services, and trade-in offers based on their specific driving or vehicle data. It sells its products online. Zubie, Inc. was formerly known as Greenlight Connectivity Solutions, Inc. The company was incorporated in 2012 and is based in Bloomington, Minnesota.",Communications Equipment,"GPS,  Fleet Management, Fleet Tracking, Tracking Device",United States and Canada,4,1,4
83,BP Ventures Limited,"Zippity, Inc.","Zippity, Inc. provides onsite car maintenance and repair services. The company offers quick deploy side enclosure services; vehicle lifting and floor jacks for enabling services on brakes, wheels, and tires; ramp overs for oil change procedures; and real time services. It also offers mobile garage services. The company was founded in 2015 and is based in Arlington, Massachusetts.",Specialized Consumer Services,,United States and Canada,4,1,4
84,BP Ventures Limited,"Calysta, Inc.","Calysta, Inc., a biotechnology company, develops protein ingredients from new sources. The company provides nutritional feeds and animal health products for fish and livestock. It also offers chemicals that are used in end products, including fibers, plastics, building materials, and biofuels using methane. The company has a strategic partnership with Bluestar Adisseo Company. Calysta, Inc. was formerly known as Calysta Energy, Inc. and changed its name to Calysta, Inc. in July 2014. The company was incorporated in 2011 and is based in San Mateo, California with locations in Houston, Texas; London, United Kingdom; Stavanger, Norway; and Singapore. It also has a production facility in Chongqing, China.",Biotechnology,"Pet Food and Supplies,  Biofuel, Animal Health Product",United States and Canada,4,2,4
85,BP Ventures Limited,"Finite Resources, Inc.","Finite Resources, Inc. develops forest carbon offsets in North America. The company offers landowners a solution for inventorying, managing, and monetizing forest carbon assets. Finite Resources, Inc. was incorporated in 1995 and is based in Austin, Texas.",Environmental and Facilities Services,ClimateTech,United States and Canada,4,1,4
86,BP Ventures Limited,MaaS Global Oy,"MaaS Global Oy develops, operates, designs, and develops mobility as a service (MaaS) based application which joins public and private transportation providers into a single mobile service. It also provides value-added services like deliveries for groceries or restaurant meals. MaaS Global Oy was formerly known as MaaS Finland and changed its name to MaaS Global Oy in June 2016. The company was incorporated in 2015 and is based in Helsinki, Finland.",Passenger Ground Transportation,,Europe,4,1,4
87,BP Ventures Limited,"Lightning eMotors, Inc.","Lightning eMotors, Inc. designs, manufactures, and sells zero-emission commercial fleet vehicles and powertrains to commercial fleets, large enterprises, original equipment manufacturers, and governments in the United States. It offers zero-emission class 3 to 7 commercial electric and fuel cell vehicles. The company’s vehicles comprise cargo and passenger vehicles, school buses, ambulances, shuttle buses, work trucks, transit buses, and motorcoaches. It also offers charging systems and charging infrastructure solutions. The company was founded in 2008 and is based in Loveland, Colorado.",Construction Machinery and Heavy Transportation Equipment,"Micro-Mobility,  Electric Vehicle,  Last Mile Transportation,  Industrial Automation,  Fleet Management",United States and Canada,4,1,4
88,BP Ventures Limited,"R&B Technology Holding Co., Ltd.","R&B Technology Holding Co., Ltd. provides energy-efficient solutions based on BeOPTM technology to commercial buildings and industrial facilities. The company is based in Shanghai, China. R&B Technology Holding Co., Ltd. operates as a subsidiary of BP p.l.c.",Application Software,"Energy Efficiency, Provides Energy",Asia-Pacific,4,1,4
89,BP Ventures Limited,Xpansiv Limited,"Xpansiv Limited operates as a commodity exchange for new asset-class data. It offers registration, management, trading, settlement, retirement, analysis, and reporting of data-driven environmental commodities. Xpansiv Limited was formerly known as Xpansiv CBL Holding Group Limited and changed its name to Xpansiv Limited in May 2021. The company was founded in 2016 and is based in San Francisco, California with additional offices in Sydney and Bendigo, Australia; New York, New York; Seattle, Washington; Houston, Texas; Vancouver, Canada; London, United Kingdom; and Milan, Italy.",Financial Exchanges and Data,,United States and Canada,4,1,4
90,BP Ventures Limited,Satelytics Inc.,"Satelytics Inc. develops cloud-based geospatial analytics software. The company provides a big data tool that provides real-time data analytics and alerts about assets. The company, through its platform, monitors facilities for oil and natural gas leaks, monitors remediation programs for regulatory compliance, and identifies contamination risks; identifies high-consequence areas; scans for hydrocarbon leaks; monitors thousands of miles of pipelines for threat and vegetation management; visualizes thermal plumes near power stations; and monitors post-combustion waste sites. It serves the oil and gas, pipeline, power utility, and water and wastewater markets. Satelytics Inc. was formerly known as Blue Water Satellite, Inc. and changed its name to Satelytics Inc. in February 2016. The company was incorporated in 2008 and is based in Perrysburg, Ohio.",Application Software,"Power Grid, Power Station",United States and Canada,2,2,2
91,BP Ventures Limited,Beyond Limits Inc.,"Beyond Limits Inc. develops Artificial General Intelligence (AGI) software solutions for analyzing and characterizing data. Its product portfolio includes Trusted Autonomy, a solution that augments machine to enterprise operational processes and teams with an industrial-grade cognitive agent; Silicon Mile, a machine cloud that presents real-time computing for the industrial Internet of things; Lifesign360, a solution for FDA class 2 medical device that implements and utilizes within clinical environments; Beyond Life Science that designs cognitive agents for genomics research, drug discovery, diagnostics, and population health; TransitLEAP that provides Telematics cloud for the command and control of autonomous vehicle (AVs) fleets; and Beyond Intellect for click and configure cognitive assistants in business and personal lives. The company serves energy, power, natural resources, financial, healthcare, manufacturing, and industrial IoTs industries. Beyond Limits Inc. was incorporated in 2010 and is based in Glendale, California with additional offices in Dubai, United Arab Emirates, and Singapore.",Application Software,"Artificial Intelligence,  Genetics,  Machine Learning,  Computer Vision, Artificial General Intelligence, Genomics Research",United States and Canada,5,1,5
92,BP Ventures Limited,Blue Ocean Seismic Services Ltd.,"Blue Ocean Seismic Services Ltd. develops autonomous submarines to make ocean bottom seismic data acquisition accessible. The company was founded in 2018 and is based in Southampton, United Kingdom. Blue Ocean Seismic Services Ltd operates as a subsidiary of BP p.l.c. Blue Ocean Seismic Services Limited provides oil and gas extraction services on a fee or contract basis, as well as oil and gas field fire fighting services. It was incorporated in 2018 and is headquartered in Farnborough, United Kingdom",Industrial Machinery and Supplies and Components,,Europe,2,1,2
93,BP Ventures Limited,Oxa Autonomy Limited,"Oxa Autonomy Limited develops autonomous vehicle software solutions. It offers artificial intelligence platform agnostic that is used to navigate autonomously around cities, warehouses and off-road environments, using data from lasers and cameras placed on vehicles. The company develops Selenium, an autonomous control system, which include vehicle agnostic operating system. It develops Caesium, a cloud-based service that schedules and co-ordinates fleet of autonomous vehicles and NABU, a 3D imaging scanning electronic device. The company manufactures self driving vehicles to test its software. Oxa Autonomy Limited was formerly known as Oxbotica Limited and changed its name to Oxa Autonomy Limited in May 2023. The company was incorporated in 2014 and is based in Oxford, United Kingdom.",Systems Software,"Autonomous Vehicles,  Artificial Intelligence,  Machine Learning,  Industrial Automation,  Computer Vision, Artificial Intelligence, Intelligence Platform",Europe,5,1,5
94,BP Ventures Limited,Peloton Technology Inc.,"Peloton Technology Inc. develops active safety systems and uses radar and DSRC vehicle-to-vehicle communications to link between pairs of trucks, reducing collision-related expenses, and fuel costs. The company was founded in 2011 and is based in Menlo Park, California.",Communications Equipment,,United States and Canada,3,1,3
