M&A Deal Identifier,Year Completed/Unconditional (yyyy),Year of Announcement (yyyy),M&A Type,Purpose,Purpose Text,Strategic Purpose,Target Business Description,Target Ultimate Parent,Target Ultimate Parent 6-digit CUSIP,Target Ultimate Parent Business Description,Target Ultimate Parent Industry,Target Ultimate Parent Industry Group,Target Ultimate Parent Major SIC Group,Target Ultimate Parent Nation,Acquiror Ultimate Parent,Acquiror Ultimate Parent 6-digit CUSIP,Acquiror Ultimate Parent Industry,Acquiror Ultimate Parent Major SIC Group,Acquiror Ultimate Parent Nation,M&A Headline,Deal Synopsis,Singh,Arora,Neilsen,RH,Uche,Edrick
34391340984,1985,1985,Disclosed Dollar Value Deal,,,,Oil field,Occidental Petroleum Corp,674599,"Occidental Petroleum Corp, located in Houston, Texas, is an oil and gas exploration, production and development company. Its operations are carried out through two segments: oil and gas and chemical. The oil and gas segment develops, explores for, produces and markets crude oil and natural gas. Its domestic oil and gas operations are located in Elk Hills and other smaller locations in California, the Hugoton field in Kansas and Oklahoma, the Permian basin in west Texas and New Mexico and the Gulf of Mexico. The chemical segment manufactures and markets basic chemicals, vinyls and performance chemicals. Basic chemicals include chlorine, caustic soda, potassium chemicals and their derivatives. It operates in the United States, Colombia, Ecuador, Oman, Pakistan, Qatar, Russia, the United Arab Emirates and Yemen and other countries. The Company was founded in December 1920 .",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Royal Dutch Petroleum Co,780257,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Netherlands,Royal Dutch/Shell Group acquires 50% stake in Occidental Petro-Camo Lino Oil for US$294.4M,"Royal Dutch/Shell Group acquired a 50% interest in Cano Limo oil field in Colombia from Occidental Petroleum for $1 bil. Royal Dutch paid Occidental 102 bil Columbian pesos ($750 mil US) in cash on 7/1/85, 11.6 bil pesos ($85 mil) cash in August 1985 as a repayment for half of Occidental's exploration, production and development outlays in Columbia since January 1985. Royal agreed pay an additional 27.3 bil pesos ($200 mil) in cash when oil production from the oil field reaches certain levels.",1,1,1,1,2,1
34391100074,1985,1985,Undisclosed Dollar Value Deal,,,,Own and operate gas stations,Wallace Oil Co,93233M,Retail and wholesale petroleum products,Miscellaneous Retail Trade,Trade Group,"Automotive Dealers, Gasoline Service Stations",United States,Shell Transport & Trading Co PLC,822703,"Electric, Gas, and Water Distribution","Electric, Gas and Sanitary Services",United Kingdom,Shell Oil Co acquires Wallace Oil Co-31 Svc Stations,Shell Oil acquired 31 service stations from Wallace Oil. Terms were not disclosed.,3,2,1,1,2,1
34391099990,1985,1985,Stake Purchases Deal,,,,Own and operate crude and refined petroleum pipelines,Chevron Corp,166751,"Chevron Corp is a petroleum refinery operator. The Company is located in San Ramon, California.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,United States,British Petroleum Co PLC,110889,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United Kingdom,Standard Oil Co of Ohio acquires 29% stake in West Texas Pipe Line Co,"Standard Oil (Ohio), Sun Pipe, and Unocal acquired approximately 29.4% of the outstanding shares of West Texas Gulf Pipe Line Company from Gulf, a subsidiary of Chevron. Goldman, Sachs advised Chevron.",1,1,1,2,1,1
34391099880,1985,1985,Stake Purchases Deal,,,,Own and operate refined petroleum pipeline,Wyco Pipe Line Co,98300Q,Own and operate refined petroleum pipeline,Oil and Gas; Petroleum Refining,Natural Resources Group,"Pipelines, except Natural Gas",United States,Exxon Corp,302290,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Mobil Pipe Line Co acquires 40% stake in Wyco Pipe Line Co,"Mobil Pipe Line, a unit of Mobil, acquired a 40% stake in Wyco Pipe Line for an undisclosed amount. The stake was sold by Texaco. First Boston advised Texaco.",1,1,1,2,1,1
34391098283,1985,1985,Undisclosed Dollar Value Deal,,,,"Oil and gas exploration,prodn",Mobil Corp,607059,"Oil and gas exploration, production and refining; wholesale petroleum products; provide oil field services; own and operate department stores; provide credit card services; holding company",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Mobil Corp,607059,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Mobil Corp acquires Superior Oil Co(Mobil Corp),"Mobil acquired Superior Oil. Goldman, Sachs acted as financial advisor to Superior Oil.",1,1,1,1,1,1
34391333858,1986,1985,Disclosed Dollar Value Deal,,,,Manufacture polyvinyl chloride,Tenneco Inc,880370,"Tenneco Inc located at 5-- North Field Drive, Lake Forest, Illinois manufacture agricultural tractors, cotton pickers and other machinery, construction loaders/backhoes, skid-steers, excavators, compaction, trenching and logging equipment, rough-terrain forklifts; nuclear aircraft carriers and submarines and commercial ships; provide natural gas transmission and distribution services; manufacture corrugated containers, folding cartons, pressed paperboard containers and plastic molded fiber; automotive exhaust systems, shock absorbers, struts, suspensions, and non-asbestos brake friction materials, surfactants, phosphoric acid and salts, phosphoric derivatives, specialty chemicals, soda ash, caustic soda, sodium sulfite; gold and silver mining",Machinery,Manufacturing Group,Industrial Machinery; Computer Equipment,United States,Occidental Petroleum Corp,674599,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Occidental Chemical Corp acquires Tenneco Polymers Inc-PVC Bus for US$100M,"Tenneco Polymers, a unit of Tenneco, sold its polyvinyl chloride business to Occidental Petroleum for $100 mil. The acquired assets consisted of the PVC resin manufacturing facilities in Burlington, New Jersey, and Pasadena, Texas. The transaction, which had first been valued at $70 mil, was temporarily stalled when the FTC won an order restraining the purchase. After a seven day hearing, a Federal District Court denied the FTC's request to enjoin the acquisition.",3,3,3,2,1,3
34391341229,1985,1985,Undisclosed Dollar Value Deal,,,,"Oil and gas exploration, prodn",Occidental Petroleum Corp,674599,"Occidental Petroleum Corp, located in Houston, Texas, is an oil and gas exploration, production and development company. Its operations are carried out through two segments: oil and gas and chemical. The oil and gas segment develops, explores for, produces and markets crude oil and natural gas. Its domestic oil and gas operations are located in Elk Hills and other smaller locations in California, the Hugoton field in Kansas and Oklahoma, the Permian basin in west Texas and New Mexico and the Gulf of Mexico. The chemical segment manufactures and markets basic chemicals, vinyls and performance chemicals. Basic chemicals include chlorine, caustic soda, potassium chemicals and their derivatives. It operates in the United States, Colombia, Ecuador, Oman, Pakistan, Qatar, Russia, the United Arab Emirates and Yemen and other countries. The Company was founded in December 1920 .",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Exxon Corp,302290,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Esso Australia Pty Ltd acquires Citco Australia Petroleum Ltd,"Esso Australia, a unit of Exxon's Esso Australia Resources subsidiary, acquired Citco Australia Petroleum from Occidental Petroleum for undisclosed terms.",1,1,1,1,1,1
34391097507,1985,1985,Stake Purchases Deal,,,,"Oil and gas exploration, prodn",Hunt Oil Co,44508L,"Hunt Oil Co, located in Dallas, Texas, is an oil and gas exploration and production company with operations in the US, Canada, Yemen and Peru. It is also involved in the start-up of major liquefied natural gas (LNG) projects in Yemen and Peru. It also provides power generation, transmission and distribution services. The Company was founded in 1934.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Exxon Corp,302290,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Exxon Corp acquires 49% stake in Hunt Oil-North Yemen Agreement,Exxon acquired 49% of Hunt Oil's production sharing agreement with North Yemen for development of that country's Alif oil field. Terms were not disclosed. The field has an estimated 400 mil barrels of recoverable oil reserves.,1,1,1,1,1,1
34391331720,1986,1985,Disclosed Dollar Value Deal,,,,Gas transmission; oil and gas exploration and productions; provide drilling services,MidCon Corp,595639,Gas transmission; oil and gas exploration and productions; provide drilling services,"Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",United States,Occidental Petroleum Corp,674599,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Occidental Petroleum Corp acquires MidCon Corp for US$5.1B,"Occidental (OP) acquired MidCon (MC) through a two-step merger valued at $3 bil or $74.59/sh, based on $33/sh closing price of OP on 12/30/85. OP bought 21 mil of MC's about 41.1 mil shares in a $75/sh cash tender offer. The remaining MC shares were traded for 2.25 OP shares. MC received a $62.5/sh hostile bid from WB Partners, and had planned $75/sh stock swap for 10 mil of its shares. MC later dropped its plan when OP appeared as a white knight. MC gave OP an option to buy 7.15 mil of its shares at $70.25 each, and MC's Natural Gas Pipeline Co for $840 mil.",1,1,1,1,1,1
34391384842,1986,1986,Undisclosed Dollar Value Deal,,,,Manufacture plastic pipe,Jet Sac,47712K,Manufacture plastic pipe,Rubber and Miscellaneous Plastic Products,Manufacturing Group,Rubber and Plastics Products,France,Royal Dutch Petroleum Co,780257,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Netherlands,Wavin BV acquires 75% stake in Jet Sac,"Wavin, a subsidiary of Royal Dutch/Shell, acquired 75% of Jet Sac.",3,5,4,4,1,3
34391869820,1986,1986,Undisclosed Dollar Value Deal,,,,"Oil and gas exploration, prodn",Occidental Petroleum Corp,674599,"Occidental Petroleum Corp, located in Houston, Texas, is an oil and gas exploration, production and development company. Its operations are carried out through two segments: oil and gas and chemical. The oil and gas segment develops, explores for, produces and markets crude oil and natural gas. Its domestic oil and gas operations are located in Elk Hills and other smaller locations in California, the Hugoton field in Kansas and Oklahoma, the Permian basin in west Texas and New Mexico and the Gulf of Mexico. The chemical segment manufactures and markets basic chemicals, vinyls and performance chemicals. Basic chemicals include chlorine, caustic soda, potassium chemicals and their derivatives. It operates in the United States, Colombia, Ecuador, Oman, Pakistan, Qatar, Russia, the United Arab Emirates and Yemen and other countries. The Company was founded in December 1920 .",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Exxon Corp,302290,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Exxon Corp acquires Occidental Petro-Cert AU Pptys,Exxon acquired certain Australian properties from Occidental Petroleum.,1,1,1,2,1,
34391339648,1986,1986,Disclosed Dollar Value Deal,,,,Develop genetic engineering software,IntelliCorp Inc,458153,"IntelliCorp Inc, located in Santa Clara, California, provides SAP application lifecycle management, business process management and data management solutions for SAP customers and and partners. Its LiveCompare, LiveModel, LiveCapture, LiveMonitor and DataWorks tools, as well as Assessor Template Packages, automate the analysis of SAP systems and are SAP Integration Certified.",Business Services,Services Group,Business Services,United States,British Petroleum Co PLC,110889,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United Kingdom,Amoco Technology Co acquires 60% stake in IntelliGenetics(IntelliCorp) for US$4M,"Amoco Technology, a unit of Amoco, acquired a controlling interest in IntelliGenetics from IntelliCorp for $4 mil.",5,5,5,5,5,5
34391332017,1987,1986,Disclosed Dollar Value Deal,,,,Oil royalty traders; real estate development firm; nonresidential building operators,Chevron Corp,166751,"Chevron Corp is a petroleum refinery operator. The Company is located in San Ramon, California.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,United States,Chevron Corp,166751,Oil and Gas; Petroleum Refining,Petroleum Refining,United States,Chevron Corp acquires 34% stake in Huntington Beach Co(Chevron) for US$80M,"Chevron acquired the remaining 102,000 shares, or 34% of the common stock, of Huntington Beach which it did not already hold. Chevron swapped $780 of its common stock for each Huntington Beach share. The total value of the transaction was about $80 mil. Huntington Beach had rejected an earlier offer by Chevron at $650 per share. Bankers Trust acted as financial advisor to Huntington Beach.",1,1,1,3,5,2
34391339191,1986,1986,Disclosed Dollar Value Deal,,,,"Manufacture alkalis, chlorine and industrial inorganic chemicals",Diamond Shamrock Corp,252741,Oil and gas exploration and production; coal mining; manufacture specialty chemicals; petroleum refining; wholesale and retail petroleum,Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,United States,Occidental Petroleum Corp,674599,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United States,Restructuring: Diamond Shamrock Chemicals Co,"Occidental Petroleum acquired Diamond Shamrock Chemicals, a unit of Diamond Shamrock, for $740 mil in cash and the assumption of $110 mil in debt. Originally, Occidental Petroleum formed a partnership with Drexel Burnham Lambert to acquire the chemical unit for $920 mil in cash and debt.  The joint venture was intended to be structured in such a way so that the debt assumed in the transaction would not appear on Occidental's balance sheet. No reason was cited why the proposed partnership was not used. Drexel Burnham advised Occidental.",3,3,3,4,1,3
34391334489,1986,1986,Undisclosed Dollar Value Deal,,,,Manufacture polymers and composites,Union Carbide Corp,905581,"Manufacture industrial chemicals and polymers, including into ethylene, propylene, ethylene oxide, and ethylene glycol; provide licensing services to the oil and petrochemicals industries; holding company",Chemicals and Allied Products,Manufacturing Group,Chemicals and Allied Products,United States,British Petroleum Co PLC,110889,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,United Kingdom,"Amoco Performance Products Inc acquires Union Carbide-Polymers,Compos","Amoco Performance Products, a unit of Amoco, acquired the engineering polymers and advanced composites businesses of Union Carbide. Terms were not disclosed.",3,3,3,3,1,3
